,Target_0,Target_1,Target_2,Target_3,Target_4,Target_5,Target_6,Target_7,Target_8,Target_9,Target_10,Target_11,Target_12,Target_13,Target_14,Target_15,Target_16,Target_17,Target_18,Target_19,Target_20,Target_21,Target_22,Target_23,Target_24,Target_25,Target_26,Target_27,Target_28,Target_29,Target_30,Target_31,Target_32,Target_33,Target_34,Target_35,Target_36,Target_37,Target_38,Target_39,Target_40,Target_41,Target_42,Target_43,Target_44,Target_45,Target_46,Target_47,Target_48,Target_49
Reg_0,,0.09722621464504187,0.05071121071661577,-0.12007432445432595,0.01619821981155804,0.0036579842416941976,-0.08116271448550265,0.002947653409822347,0.06872522285187796,0.10834037421101074,-0.08384441458480367,0.06345612903606172,-0.016079384287312933,-0.0048332742984117045,-0.05786587953717885,-0.02994244765927399,0.0009686017002484998,-0.08090201250324511,0.08848768219188141,0.03890552165105169,0.09669531834920977,0.06783043316967796,0.16574318259082496,0.08016566122914653,-0.00239602288338882,-0.004850800516234179,0.1791215935526946,-0.013516869773450886,0.010583824139739462,0.1284658267979798,0.12279595099605742,0.05358986719748923,0.14090694152838673,-0.018323479186165784,0.073791230583895,0.13361080032120187,-0.03355124983462931,-0.023812798792290802,0.01557125130069181,0.0403186200607681,-0.0018430107968653694,-0.04789388867629096,-0.0073534777662720265,-0.07448145587027098,0.010077473305863578,0.03351049160389271,-0.052249649546929754,0.029653037093521625,-0.0015735102366431998,0.06635007090749338
Reg_1,0.02249021401657475,,-0.06292926382136531,-0.14297945340044632,-0.04647108003857385,0.029430127176436026,-0.019384164655514406,0.06684028347672917,0.06953738675534127,0.01955130449849629,-0.06766262836862443,-0.004576383653251304,-0.011180198750661835,0.026349031219049034,0.030761036986433912,-0.0002300167961074059,0.06389382059668298,0.06579932078698413,-0.00022827434613105623,0.01894380209002936,-0.006084881266247516,-0.018001042897029838,-0.14343270482734788,0.06628507323534244,0.0070990016606350195,0.056328802779650265,-0.016486365028104816,0.02537774739396426,-0.08757925569962882,0.016929115986841273,-0.01321235248079241,-0.006036504449676381,0.08154069268498292,-0.04816523103321124,0.0604626405199272,0.0357041308386988,-0.02214010796962825,0.13904680901644711,0.02093859001757429,0.010664532422015708,0.008262732785136204,-0.11470539761815791,-0.12814343079801582,0.13974185090587904,0.003890623494208685,-0.05006419867950411,0.054002203749574845,-0.11040450027896168,0.02274532509562797,-0.03670744736527987
Reg_2,0.012782104437662423,0.004548188503081975,,0.01365033010245821,0.0175404973172392,-0.019554448277154343,0.012312824286366117,-0.0012761080660144712,0.014453029477189716,0.0035289710043943626,-0.03469186473908995,-0.01995829699609366,-0.0239066827739988,-0.010466484960894884,0.015261881615594348,0.006030019197540308,-0.009472903613923346,0.005231031938643012,-0.03248249535698993,-0.010668293660426082,0.009862069270671849,-0.010511876745007349,-0.006634429012254992,0.03143420412449005,-0.012739730547270295,-0.004287684878995082,0.010986098876957857,0.05730001767579168,-0.11261396068000898,0.001403471441315656,0.014516493327924138,0.01609489295531551,0.013547496470869462,-0.00964065410626429,0.04792610631665105,0.055645211294018546,-0.020750832512458534,-0.032766380246685385,-0.0033773219280009005,0.012257446431570347,-0.0041887641734068785,-0.007931499945678976,-0.07547355020738249,0.032618108394940434,0.025812555058456883,-0.0023462514110016534,0.02337603367726094,0.02180679910088763,-0.003806555202657213,-0.012867428024300725
Reg_3,-0.007609577398544427,0.007548567808258113,0.05083373298278483,,-0.007072202522207302,-0.01916092123480697,0.05718753429694935,-0.0641130572230785,-0.00645090676662661,-0.0018292416741240286,-0.08973073448984788,-0.014262871247318142,0.0008621245795827668,0.0006487868306052216,0.016219076193215626,-0.026362735410573622,-0.06015646743789945,-0.01769754210398506,-0.013447630057055737,0.0007317297220525654,-0.009536481382814621,0.03139590411887819,-0.02142268022273207,-0.006662331502793191,-0.024447090232195275,-0.03507097552845071,-0.03140528641448712,0.0006683505265693061,-0.0148567528461169,0.06216531171454046,-0.007119250456268266,-0.009987983446706874,0.02171239504831893,0.0017954125420837853,0.011983747521000258,0.015187016577805327,0.02065594161896694,-0.028193587260531696,-0.005381431882687091,-0.021907062761316903,-0.010435449924884111,0.06530736531785128,-0.006669626809397208,0.03979884648043395,0.027380086358278315,-0.012831891917972777,-0.010696610725710955,0.0008032655204752739,0.0192433393053821,0.010659139736288079
Reg_4,-0.042178669072859186,0.025567027957891418,0.000688322343681652,-0.02713705113754422,,0.02722858091021274,-0.0025501527588426285,-0.09687371176006483,0.01016682263302486,-0.0008305951407966736,-0.022470603656800897,-0.016100523071615764,-0.059927998942717574,-0.022834485316388552,-0.00821058871109885,-0.01583521420369726,-0.06171827561363213,0.013742342495094094,0.11632107572330981,-0.0013234454703152832,0.025233204994034805,0.09649647074103117,0.08740513475236186,-0.03689169202271352,0.03983141244961338,-0.015375552064134382,0.056332366914974785,0.10304903231002657,-0.031185895824808626,-0.02368571556532299,0.029369260300311534,-0.06112448920832186,0.06174085010367537,0.09490165192844204,0.059117380293338004,0.014012352804825112,0.01737275795822131,-0.10440647334486337,-0.003711892766891394,-0.047643487424260014,-0.004435632601038991,-0.029548033746768117,0.018930972758406394,0.07217864114434272,-0.029064707507235683,-0.032273162587769966,-0.07061509896963106,0.062386236264457454,0.016580988194883493,0.03349301389943962
Reg_5,-0.0003746806707356104,0.05961845367816316,0.07516387271027512,-0.004750059702184707,0.02916625254189751,,-0.08857251726011775,-0.0036055146205983303,0.10509239270598723,0.08970036577412466,-0.051729762729033076,0.06331434827937843,0.11865855218662252,0.011358057580263573,0.05373874602365077,0.00534953851608608,0.01781313694302885,0.13601311457397336,0.03201078922232809,0.04925599683603468,0.009926945645345672,0.019424669680223095,0.10796707339112613,0.02883950835910086,0.005459582301087695,-0.06342497736452606,-0.006635692292354397,-0.010791843605509657,-0.0015423575578172714,-0.03819711313172336,-0.006841358237262466,-0.018029536813523126,0.04683709404445564,-0.08809742804306424,0.020172018949279405,-0.04265618548563651,0.011706685704806489,-0.09192114748679092,0.038380875013565935,0.04709256289962099,0.04164379215636831,0.06486953859620287,0.10874190362583397,0.06439658239061723,-0.014600717953344952,-0.06375717686842962,0.1841236798907578,0.13938557794254317,0.009267152496473797,0.033883648333902124
Reg_6,0.01141206211118172,0.0010551043393796805,-0.04404592496275707,0.02815936824230793,0.014968101550961703,0.0006171277236961951,,-0.10036603677730847,0.08909731598955271,0.021168369567577006,0.027147682549877355,0.019892240916602553,0.010315449763047107,0.027186981564712602,-0.008203695989162065,0.0001672365115870686,0.035176939184640384,0.007377144741427383,0.012909243308526462,0.006884248681221434,0.022491090292614844,0.04618978861508361,-0.01569482563834301,0.017115409519322267,0.005089128167669886,-0.017193318009411616,-0.014189511875241288,0.0882013436966238,-0.052606654901843485,-0.08012867351942729,0.03714536097954782,-0.023997058808509285,-0.015852375520054595,0.02011762250384491,-0.032439431813896816,-0.003743930130528969,-0.018870118076883137,0.04402134427695635,0.0027937575840944148,-0.008771293775330775,-0.018431020071604694,-0.001168002774945625,-0.005033360253170326,-0.025277358083178117,0.03837932489185086,-0.02399293809789568,5.127964941917697e-05,0.007613002391980171,-0.00020504411117079328,0.003986286868310902
Reg_7,-0.0037083093473151904,0.028316518637160625,-0.027997860387931575,-0.046335931920383135,-0.026118249957326558,0.008345355191636926,-0.016523538362868146,,0.029963473708694656,0.05843119115726777,-0.012590641241133377,0.04362617508728065,-0.01018820584790508,0.011665866287800026,-0.0026163018697519945,0.03717933219102357,0.00023724365255461472,0.022399261817237368,0.014051611318914234,0.027599580452534963,0.0035775892201944572,0.04427558574445126,0.036764402183243824,0.0475531458926476,0.0018582609201885144,0.03788114115484833,-0.04077658688943278,0.067122542253443,-0.045615122217661834,0.009475647818235513,0.018997993114480985,0.032795395909666444,0.09290340074991837,-0.011317439367107229,0.013705238210070064,-0.008952315855498355,0.02189957819919156,0.03310071728928507,0.020366142902992344,0.026567787189415472,0.002439210098730632,0.15264368026041955,0.0075309146853129805,-0.000238169743758956,8.955660018307087e-05,-0.005772765958280264,0.07142364569132517,0.039147297021681716,0.006259676233873585,-0.024048285677357027
Reg_8,-0.0035980971336712596,-0.031074492111344228,-0.002020923610404235,-0.0045086182135678525,-0.026960451542921024,-0.013047862321896562,-0.01388015506915635,-0.015879431915007482,,0.022115642668138497,-0.023923675590173527,-0.012488393037811935,0.05085032465619275,-0.00021194767093094587,-0.031829767397252455,0.006119203799949906,0.03316816358532229,-0.03139878146647234,0.02298647364720933,-0.009123517941664583,0.0031994950574442786,0.008280835033692178,0.050406160556312966,0.01981211690999848,-0.001468186634812735,0.037301023521319795,0.03216583266251874,0.015098121632256583,-0.015883420883673487,0.004978526664467763,0.002825319965818841,0.012330426134392463,-0.02088337153221306,0.007618740590687835,0.02241861848898187,-0.004912955239493238,-0.00885442649346619,0.05731340486689742,0.013583558353445963,0.023348900787165963,0.010930076454659106,-0.006087148242552248,0.013019720731879809,0.021033760143819035,0.029651991005349678,-0.004654360630808938,0.06475672024792185,0.006694024026402553,0.01604955182664552,-0.008789455028612458
Reg_9,-0.004996893184414056,0.001065542152126499,0.0055278777059278575,-0.02578151110499486,0.013263136727967853,-0.007037052529886634,0.00435761018951991,-0.05510463285223603,0.019058742088162176,,0.015722452255300685,-0.029918926544368965,0.033359112334446245,-0.002879391593297135,0.05384230108353229,-0.01061192546575337,-0.03143435589037634,0.04630509041605214,-0.033028186193825644,0.004141328632023975,0.004645827338832684,0.03560777094936437,0.030983462833661046,0.02766251429572624,0.03463282089486398,0.032250527705886864,-0.009048815537543397,0.048425337374867004,0.10522357072449538,-0.011871294253749843,0.026565612057136576,0.03907482448797001,-0.03708142892318346,-0.007868498671331882,0.01310286539482381,-0.016570537612936025,-0.014348796699207321,-0.03576075941273209,0.0116130119553434,0.021579296361002837,-0.033646437243511976,0.039917974687024585,-0.0013753085159112527,-0.023419691493463582,0.015047554105653437,0.012726148549289096,0.028712790857428186,-0.013237914778240246,-0.013883797050987887,-0.036403914018010894
