"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
NA,0.0972262146450418,0.0507112107166159,-0.120074324454326,0.016198219811558,0.0036579842416943,-0.0811627144855025,0.00294765340982222,0.0687252228518779,0.10834037421101,-0.0838444145848037,0.0634561290360618,-0.0160793842873127,-0.00483327429841167,-0.0578658795371787,-0.0299424476592741,0.000968601700248398,-0.0809020125032452,0.0884876821918814,0.0389055216510518,0.0966953183492097,0.0678304331696781,0.165743182590825,0.0801656612291466,-0.00239602288338881,-0.00485080051623404,0.179121593552694,-0.0135168697734509,0.0105838241397394,0.12846582679798,0.122795950996058,0.0535898671974893,0.140906941528387,-0.0183234791861657,0.073791230583895,0.133610800321202,-0.0335512498346293,-0.0238127987922908,0.0155712513006918,0.040318620060768,-0.00184301079686538,-0.0478938886762904,-0.00735347776627207,-0.074481455870271,0.0100774733058636,0.0335104916038927,-0.0522496495469299,0.0296530370935216,-0.00157351023664325,0.0663500709074936
0.0224902140165748,NA,-0.062929263821365,-0.142979453400446,-0.0464710800385738,0.029430127176436,-0.0193841646555144,0.0668402834767291,0.0695373867553413,0.0195513044984962,-0.0676626283686244,-0.00457638365325133,-0.0111801987506617,0.0263490312190491,0.030761036986434,-0.000230016796107383,0.0638938205966829,0.0657993207869842,-0.000228274346131136,0.0189438020900293,-0.00608488126624753,-0.0180010428970298,-0.143432704827348,0.0662850732353424,0.00709900166063501,0.0563288027796503,-0.0164863650281049,0.0253777473939642,-0.0875792556996287,0.0169291159868413,-0.0132123524807923,-0.00603650444967637,0.0815406926849829,-0.0481652310332114,0.0604626405199274,0.0357041308386988,-0.0221401079696281,0.139046809016447,0.0209385900175743,0.0106645324220158,0.0082627327851362,-0.114705397618158,-0.128143430798016,0.139741850905879,0.00389062349420868,-0.0500641986795042,0.0540022037495749,-0.110404500278962,0.022745325095628,-0.0367074473652798
0.0127821044376624,0.004548188503082,NA,0.0136503301024582,0.0175404973172392,-0.0195544482771543,0.0123128242863661,-0.00127610806601453,0.0144530294771897,0.00352897100439437,-0.03469186473909,-0.0199582969960938,-0.0239066827739987,-0.0104664849608949,0.0152618816155942,0.00603001919754026,-0.00947290361392336,0.00523103193864303,-0.0324824953569898,-0.0106682936604261,0.0098620692706718,-0.0105118767450074,-0.006634429012255,0.0314342041244901,-0.0127397305472703,-0.00428768487899507,0.0109860988769578,0.0573000176757918,-0.112613960680009,0.00140347144131574,0.0145164933279242,0.0160948929553155,0.0135474964708694,-0.00964065410626428,0.047926106316651,0.0556452112940185,-0.0207508325124585,-0.0327663802466854,-0.0033773219280009,0.0122574464315704,-0.00418876417340689,-0.00793149994567896,-0.0754735502073824,0.0326181083949404,0.0258125550584568,-0.00234625141100165,0.0233760336772609,0.0218067991008876,-0.0038065552026572,-0.0128674280243007
-0.00760957739854441,0.00754856780825812,0.0508337329827849,NA,-0.00707220252220726,-0.019160921234807,0.0571875342969493,-0.0641130572230784,-0.00645090676662667,-0.0018292416741241,-0.0897307344898478,-0.0142628712473182,0.000862124579582816,0.00064878683060523,0.0162190761932155,-0.0263627354105737,-0.0601564674378996,-0.0176975421039851,-0.0134476300570557,0.00073172972205257,-0.00953648138281465,0.0313959041188781,-0.0214226802227321,-0.00666233150279309,-0.0244470902321953,-0.0350709755284507,-0.0314052864144872,0.000668350526569278,-0.0148567528461169,0.0621653117145406,-0.00711925045626824,-0.00998798344670685,0.0217123950483189,0.00179541254208378,0.0119837475210003,0.0151870165778053,0.0206559416189669,-0.0281935872605318,-0.00538143188268712,-0.0219070627613169,-0.0104354499248841,0.0653073653178512,-0.00666962680939721,0.039798846480434,0.0273800863582784,-0.0128318919179728,-0.0106966107257109,0.000803265520475254,0.0192433393053821,0.0106591397362881
-0.0421786690728592,0.0255670279578914,0.000688322343681607,-0.0271370511375443,NA,0.0272285809102126,-0.00255015275884263,-0.0968737117600649,0.0101668226330248,-0.000830595140796571,-0.0224706036568008,-0.0161005230716157,-0.0599279989427177,-0.0228344853163885,-0.00821058871109874,-0.0158352142036973,-0.0617182756136323,0.0137423424950941,0.11632107572331,-0.00132344547031531,0.0252332049940348,0.0964964707410312,0.087405134752362,-0.0368916920227136,0.0398314124496135,-0.0153755520641344,0.0563323669149747,0.103049032310027,-0.0311858958248087,-0.023685715565323,0.0293692603003116,-0.0611244892083218,0.0617408501036754,0.0949016519284421,0.059117380293338,0.0140123528048251,0.0173727579582214,-0.104406473344863,-0.00371189276689136,-0.0476434874242601,-0.00443563260103899,-0.0295480337467681,0.0189309727584063,0.0721786411443427,-0.0290647075072356,-0.03227316258777,-0.070615098969631,0.0623862362644574,0.0165809881948835,0.0334930138994397
-0.000374680670735606,0.0596184536781632,0.0751638727102754,-0.00475005970218473,0.0291662525418976,NA,-0.0885725172601175,-0.00360551462059848,0.105092392705987,0.0897003657741246,-0.051729762729033,0.0633143482793783,0.118658552186623,0.0113580575802636,0.0537387460236507,0.00534953851608614,0.0178131369430289,0.136013114573973,0.0320107892223283,0.0492559968360348,0.00992694564534569,0.0194246696802231,0.107967073391126,0.0288395083591008,0.00545958230108767,-0.063424977364526,-0.00663569229235437,-0.0107918436055098,-0.00154235755781725,-0.0381971131317232,-0.00684135823726252,-0.0180295368135232,0.0468370940444556,-0.0880974280430642,0.0201720189492794,-0.0426561854856363,0.0117066857048065,-0.0919211474867907,0.038380875013566,0.047092562899621,0.0416437921563683,0.0648695385962027,0.108741903625834,0.0643965823906173,-0.014600717953345,-0.0637571768684296,0.184123679890758,0.139385577942543,0.00926715249647382,0.0338836483339022
0.0114120621111817,0.00105510433937968,-0.0440459249627571,0.0281593682423079,0.0149681015509617,0.000617127723696243,NA,-0.100366036777308,0.089097315989553,0.021168369567577,0.0271476825498773,0.0198922409166025,0.0103154497630471,0.0271869815647126,-0.00820369598916205,0.000167236511587229,0.0351769391846404,0.00737714474142738,0.0129092433085265,0.00688424868122143,0.0224910902926148,0.0461897886150835,-0.015694825638343,0.0171154095193223,0.00508912816766988,-0.0171933180094117,-0.0141895118752413,0.0882013436966237,-0.0526066549018435,-0.0801286735194273,0.0371453609795479,-0.0239970588085093,-0.0158523755200546,0.020117622503845,-0.0324394318138969,-0.00374393013052898,-0.0188701180768831,0.0440213442769563,0.00279375758409441,-0.00877129377533081,-0.0184310200716046,-0.00116800277494565,-0.0050333602531703,-0.0252773580831781,0.0383793248918508,-0.0239929380978957,5.12796494191347e-05,0.00761300239198022,-0.000205044111170793,0.00398628686831096
-0.00370830934731518,0.0283165186371606,-0.0279978603879316,-0.0463359319203833,-0.0261182499573265,0.00834535519163703,-0.0165235383628682,NA,0.0299634737086947,0.0584311911572678,-0.0125906412411334,0.0436261750872806,-0.0101882058479052,0.0116658662878,-0.00261630186975197,0.0371793321910235,0.00023724365255462,0.0223992618172374,0.0140516113189142,0.027599580452535,0.00357758922019447,0.0442755857444511,0.0367644021832438,0.0475531458926475,0.00185826092018852,0.0378811411548484,-0.0407765868894329,0.067122542253443,-0.0456151222176619,0.00947564781823546,0.018997993114481,0.0327953959096665,0.0929034007499184,-0.0113174393671072,0.0137052382100701,-0.00895231585549838,0.0218995781991916,0.0331007172892851,0.0203661429029923,0.0265677871894154,0.00243921009873063,0.152643680260419,0.00753091468531294,-0.000238169743758935,8.95566001830632e-05,-0.00577276595828028,0.0714236456913254,0.0391472970216818,0.00625967623387359,-0.024048285677357
-0.00359809713367112,-0.0310744921113443,-0.00202092361040429,-0.00450861821356778,-0.026960451542921,-0.0130478623218965,-0.0138801550691563,-0.0158794319150075,NA,0.0221156426681386,-0.0239236755901735,-0.012488393037812,0.0508503246561929,-0.000211947670930959,-0.0318297673972524,0.00611920379994989,0.0331681635853222,-0.0313987814664723,0.0229864736472093,-0.00912351794166459,0.00319949505744429,0.00828083503369211,0.050406160556313,0.0198121169099985,-0.00146818663481273,0.0373010235213197,0.0321658326625188,0.0150981216322565,-0.0158834208836735,0.00497852666446778,0.00282531996581883,0.0123304261343924,-0.0208833715322131,0.00761874059068784,0.0224186184889819,-0.00491295523949319,-0.00885442649346621,0.0573134048668974,0.013583558353446,0.023348900787166,0.0109300764546591,-0.00608714824255222,0.0130197207318798,0.021033760143819,0.0296519910053497,-0.00465436063080894,0.0647567202479219,0.00669402402640252,0.0160495518266455,-0.00878945502861248
-0.00499689318441404,0.00106554215212647,0.00552787770592802,-0.0257815111049948,0.0132631367279678,-0.00703705252988668,0.0043576101895199,-0.055104632852236,0.0190587420881622,NA,0.0157224522553007,-0.029918926544369,0.0333591123344464,-0.00287939159329714,0.0538423010835324,-0.0106119254657534,-0.0314343558903764,0.0463050904160521,-0.0330281861938256,0.00414132863202399,0.00464582733883268,0.0356077709493644,0.030983462833661,0.0276625142957262,0.0346328208948641,0.0322505277058868,-0.00904881553754339,0.048425337374867,0.105223570724495,-0.0118712942537499,0.0265656120571366,0.03907482448797,-0.0370814289231835,-0.00786849867133189,0.0131028653948238,-0.016570537612936,-0.0143487966992073,-0.0357607594127321,0.0116130119553434,0.0215792963610028,-0.033646437243512,0.0399179746870246,-0.00137530851591129,-0.0234196914934636,0.0150475541056534,0.0127261485492891,0.0287127908574282,-0.0132379147782403,-0.0138837970509879,-0.036403914018011
